country,tipi1,tipi2,tipi3,tipi4,tipi5,tipi6,tipi7,tipi8,tipi9,tipi10,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,family_size,stress_score,anxiety_score,depression_score,stress_category,anxiety_category,depression_category
US,1,1,6,2,6,5,7,2,6,1,2,1,2,1,19,1,12,5,60,2,1,2,18,15,26,1,3,3
CA,1,3,4,6,7,7,1,5,3,1,2,1,3,1,18,2,12,2,60,1,1,2,37,31,12,4,4,1
US,2,2,5,2,5,6,5,6,2,3,4,1,2,1,28,2,6,5,60,2,1,2,4,1,29,0,0,4
MY,4,3,6,4,3,6,6,3,5,3,3,3,2,2,26,1,12,1,10,1,1,2,30,28,32,3,4,4
ID,3,6,6,5,6,6,6,5,7,5,2,3,2,2,18,1,6,1,10,2,1,5,4,0,1,0,0,0
GB,2,6,5,5,4,5,5,6,5,5,2,3,2,1,18,2,1,2,60,2,1,1,21,7,23,2,0,3
US,2,2,5,7,7,7,6,6,2,1,3,2,2,1,23,2,4,1,60,1,1,1,38,17,9,4,3,0
GB,5,3,4,4,6,7,7,5,5,6,3,2,2,1,53,1,2,1,70,2,1,5,4,3,10,0,0,1
GB,1,5,7,1,4,7,6,5,7,3,4,3,2,2,28,1,7,1,60,2,1,2,19,10,15,2,2,2
IN,5,3,5,3,6,5,6,5,5,3,4,3,1,2,47,1,8,1,10,1,2,4,12,3,2,0,0,0
US,6,4,2,1,7,2,7,4,1,7,3,3,1,1,26,1,2,1,60,1,1,2,21,9,24,2,1,3
US,6,2,1,7,6,3,6,7,2,5,1,2,2,1,14,1,12,5,60,2,1,2,27,26,8,3,4,0
DE,3,5,4,6,5,3,7,3,3,3,2,1,2,1,29,1,1,2,60,2,3,3,30,14,38,3,2,4
GB,5,5,3,3,4,1,3,5,5,6,2,3,1,1,18,2,1,1,60,2,1,1,28,24,28,3,4,4
GB,3,5,7,3,7,5,5,5,7,3,3,0,2,1,25,1,6,4,60,2,1,1,6,5,4,0,0,0
HU,1,3,2,6,5,6,7,4,2,2,1,3,1,2,15,1,2,5,60,2,1,2,23,16,25,2,3,3
GB,7,6,6,5,7,1,5,5,7,5,4,3,1,1,44,1,4,1,60,2,2,4,28,7,14,3,0,2
US,1,1,6,7,6,7,7,1,3,6,2,1,2,1,20,1,7,5,60,1,1,5,23,29,39,2,4,4
MY,1,5,3,7,4,6,4,7,1,4,4,2,2,1,26,1,10,1,70,2,1,4,37,23,36,4,4,4
US,2,5,6,5,5,6,6,3,3,2,1,2,1,1,16,1,4,1,60,2,1,2,16,8,7,1,1,0
US,4,4,4,7,1,7,5,5,2,4,1,2,2,1,13,1,7,1,60,2,1,8,33,21,17,3,4,2
MY,7,6,4,1,7,1,7,5,7,2,3,1,1,2,23,2,3,1,10,2,1,2,2,1,3,0,0,0
CA,2,5,0,7,6,2,7,2,2,1,4,1,2,1,25,2,4,1,60,2,1,4,27,15,12,3,3,1
SG,6,3,6,1,7,4,6,1,7,1,4,2,1,2,45,1,12,1,60,2,2,2,10,10,40,0,2,4
IE,2,2,1,7,6,3,1,6,1,4,3,3,2,1,40,3,2,1,60,2,1,1,42,31,41,4,4,4
MY,3,5,3,4,3,1,3,3,4,2,3,3,2,2,25,1,10,5,20,2,1,0,25,27,18,2,4,2
MY,6,6,4,5,6,4,4,6,4,3,2,3,2,2,22,1,10,1,10,2,1,5,26,22,34,3,4,4
MY,1,1,1,6,6,6,7,7,5,5,4,3,2,2,32,1,10,1,10,1,2,6,25,20,16,2,4,2
GB,1,7,1,7,2,7,5,6,1,1,2,2,2,1,16,2,1,2,20,2,1,5,35,31,26,4,4,3
PH,5,4,2,6,7,7,7,6,3,4,2,2,2,2,19,1,7,1,10,2,1,2,15,10,22,1,2,3
US,6,5,6,5,6,6,6,3,5,6,2,3,2,1,20,1,2,1,60,1,1,2,2,5,1,0,0,0
MY,2,1,2,7,2,6,6,6,4,5,3,1,2,2,24,1,10,1,10,1,1,4,28,25,32,3,4,4
US,1,3,4,6,3,6,7,7,2,7,1,3,1,1,16,1,0,1,50,2,1,2,20,16,32,2,3,4
US,3,3,4,4,4,5,7,1,3,1,4,3,2,2,30,1,10,1,10,1,2,3,22,4,15,2,0,2
US,5,1,7,2,5,6,7,4,7,1,2,3,2,1,35,1,10,1,20,1,2,3,2,1,1,0,0,0
US,4,4,5,6,5,4,5,5,3,2,3,2,2,1,39,1,10,1,10,2,2,5,19,2,2,2,0,0
US,5,2,5,5,6,6,7,1,6,1,3,3,2,2,43,1,10,1,10,1,2,4,5,0,0,0,0,0
US,4,5,3,5,5,5,5,5,3,3,3,2,2,1,39,1,10,1,10,2,2,5,19,2,3,2,0,0
US,4,2,6,5,6,2,6,2,4,5,4,3,2,2,38,1,10,1,10,2,2,4,2,0,2,0,0,0
US,4,3,3,5,5,6,6,6,4,6,3,2,2,2,40,1,10,1,10,1,2,4,17,4,8,1,0,0
US,6,5,6,3,7,4,5,3,6,3,4,2,2,1,35,1,1,1,60,1,1,2,25,18,35,2,3,4
US,2,5,3,6,7,4,2,7,1,4,1,2,2,1,13,3,12,5,70,2,1,1,31,37,39,3,4,4
US,5,2,3,2,4,5,7,6,6,3,1,3,2,2,52,1,10,1,10,2,2,3,0,0,1,0,0,0
US,6,1,7,5,6,5,7,5,3,1,2,2,2,1,50,2,10,1,60,1,2,2,16,4,11,1,0,1
CH,3,5,5,6,7,6,7,3,5,3,4,2,2,2,26,1,2,1,60,1,1,2,34,19,29,4,3,4
GB,1,3,4,6,5,6,6,3,3,3,2,3,2,2,16,1,4,2,60,2,1,5,20,27,22,2,4,3
AU,2,2,5,5,5,7,5,6,2,7,4,3,1,2,31,1,8,1,10,2,1,1,15,8,32,1,1,4
MY,3,2,6,2,6,6,6,2,7,6,3,2,2,2,26,1,1,1,10,1,1,2,4,3,0,0,0,0
US,2,6,3,6,6,6,2,5,3,3,3,2,1,1,24,1,1,1,60,1,1,3,16,7,12,1,0,1
MX,4,5,4,5,4,4,5,5,4,4,2,3,1,2,19,1,2,1,70,2,1,3,19,7,21,2,0,3
CA,1,2,5,5,4,7,6,3,3,6,2,1,2,2,17,1,0,1,10,2,1,2,16,22,34,1,4,4
US,4,4,6,6,6,4,7,6,3,4,2,2,2,1,22,1,1,1,60,2,1,3,24,11,34,2,2,4
NZ,5,6,5,5,7,5,5,5,5,1,4,2,2,1,54,1,12,1,60,1,3,3,12,7,10,0,0,1
US,2,5,6,6,6,6,5,2,4,3,2,2,2,1,19,1,1,1,60,2,1,2,30,24,19,3,4,2
SG,2,2,2,7,5,6,7,6,4,3,4,3,2,1,23,1,3,1,10,2,1,3,16,4,13,1,0,1
US,3,5,3,6,6,7,7,1,2,5,2,1,2,1,21,1,4,1,70,2,1,3,27,19,26,3,3,3
US,2,7,5,7,6,5,5,5,2,1,4,3,2,1,44,1,12,1,70,1,2,5,25,6,6,2,0,0
GB,6,6,4,5,5,3,6,2,4,5,2,2,2,1,19,1,2,5,60,1,1,2,18,5,19,1,0,2
IN,7,3,4,7,6,1,7,4,1,7,3,3,2,2,20,1,8,1,10,2,1,2,22,6,3,2,0,0
US,5,5,3,6,7,1,6,5,1,4,2,3,2,1,19,3,2,2,60,2,1,4,32,29,28,3,4,4
DE,1,5,5,7,6,7,5,3,1,2,4,1,1,2,18,1,2,1,60,2,1,2,32,21,26,3,4,3
PH,2,3,4,5,6,6,6,5,4,3,3,0,2,1,22,0,4,2,10,1,1,3,25,17,34,2,3,4
GB,2,6,5,7,6,5,6,5,1,6,2,2,2,1,20,1,2,2,60,1,1,5,30,20,41,3,4,4
GB,3,5,4,6,5,6,6,6,2,2,3,3,2,1,28,1,1,1,60,2,1,1,15,11,8,1,2,0
MY,1,5,5,6,4,7,6,5,3,2,2,2,2,2,15,2,10,1,10,2,1,3,31,26,23,3,4,3
MY,6,2,6,1,7,5,6,5,7,2,2,2,2,2,16,1,7,1,10,2,1,2,8,0,3,0,0,0
US,2,5,4,7,5,7,5,5,2,4,2,3,2,1,25,1,1,2,60,1,1,8,41,33,27,4,4,3
US,1,3,6,5,3,7,7,5,3,2,3,2,2,1,29,1,1,1,60,2,2,1,16,11,17,1,2,2
AU,6,2,1,3,7,2,7,7,6,3,2,2,2,1,18,1,1,4,60,1,1,2,28,6,35,3,0,4
DE,2,6,3,5,7,7,5,6,1,6,2,3,1,2,21,1,1,2,60,1,1,2,29,14,30,3,2,4
RO,6,2,7,3,6,7,7,5,6,4,2,1,1,2,18,1,7,1,60,2,1,2,32,31,32,3,4,4
CA,1,6,3,7,2,6,6,4,2,5,3,3,2,1,20,1,12,2,60,2,1,1,29,24,14,3,4,2
US,5,3,1,7,3,5,6,7,1,2,1,2,2,1,15,1,12,2,60,2,1,3,37,37,37,4,4,4
RO,2,5,3,6,2,3,5,6,2,2,1,3,1,2,14,1,2,2,60,2,1,3,28,27,31,3,4,4
MY,4,5,3,6,7,4,4,7,6,3,1,2,2,2,13,1,10,5,10,2,1,3,24,13,25,2,2,3
US,1,2,1,7,5,6,6,1,2,2,1,3,2,2,16,1,1,1,10,2,1,2,37,38,28,4,4,4
CA,1,5,3,7,1,5,6,4,2,5,3,3,2,1,20,1,12,2,60,2,1,1,37,31,21,4,4,3
RO,2,4,7,5,5,6,6,3,2,2,1,3,2,2,15,1,7,1,60,2,1,0,17,17,10,1,3,1
US,3,6,5,5,6,6,5,5,4,6,2,3,2,1,20,1,1,5,10,1,1,3,18,16,39,1,3,4
US,6,6,6,5,7,4,7,5,5,3,1,3,1,2,16,1,4,1,70,2,1,3,19,19,15,2,3,2
US,5,3,6,6,6,5,7,5,2,3,2,3,2,1,16,1,12,1,70,2,1,2,16,22,25,1,4,3
US,6,4,6,4,7,5,7,6,4,4,1,3,1,1,16,1,4,1,70,2,1,3,28,34,30,3,4,4
CA,5,5,7,5,5,7,6,2,5,5,3,1,2,1,22,1,1,3,60,2,1,2,15,3,18,1,0,2
US,5,1,5,6,6,5,6,5,3,5,2,3,2,1,16,1,12,1,70,2,1,2,22,31,35,2,4,4
MY,4,6,1,7,1,7,6,6,1,7,2,3,2,1,16,1,10,0,10,2,1,5,30,33,35,3,4,4
US,2,5,5,6,6,6,6,2,3,1,3,2,1,1,18,1,1,3,60,2,1,2,42,38,42,4,4,4
BR,2,5,2,2,5,5,4,6,6,4,2,3,1,2,20,3,2,1,60,2,1,4,6,1,26,0,0,3
US,6,4,6,2,7,2,6,2,6,1,4,2,1,1,66,1,1,1,70,2,3,3,4,1,4,0,0,0
TR,2,5,2,6,3,5,6,6,2,3,2,3,1,2,20,1,10,1,10,1,1,2,32,16,20,3,3,2
US,3,5,5,7,6,2,6,6,2,6,3,2,2,1,21,1,4,5,60,1,1,2,30,25,26,3,4,3
IN,3,3,5,3,5,6,6,2,6,2,4,2,1,2,30,1,8,1,10,1,1,0,21,16,14,2,3,2
GB,2,5,5,7,4,7,2,6,1,4,1,2,2,1,16,1,0,4,60,2,1,3,33,33,32,3,4,4
US,2,4,6,7,5,6,7,6,1,1,1,2,3,1,16,1,12,4,60,2,1,2,35,26,33,4,4,4
US,2,5,5,6,7,3,5,6,1,1,3,3,1,1,27,1,2,1,60,1,1,3,20,18,21,2,3,3
AU,2,1,5,5,5,6,5,5,3,6,2,1,2,1,23,1,2,2,60,1,1,4,19,10,24,2,2,3
MY,6,6,5,7,4,3,6,5,1,6,1,3,2,2,13,1,10,0,20,2,1,3,24,4,14,2,0,2
IE,5,5,6,4,7,4,6,6,3,2,1,1,1,2,16,1,1,5,70,2,1,3,18,17,18,1,3,2
GB,2,7,2,7,2,1,3,5,2,1,1,3,2,1,14,1,7,3,60,2,1,2,30,24,20,3,4,2
US,2,6,4,7,5,4,6,7,2,5,2,1,2,1,24,1,7,1,60,2,1,6,29,21,25,3,4,3
CA,3,7,6,5,5,6,2,3,5,2,2,2,2,2,21,2,1,1,10,1,1,1,20,22,16,2,4,2
US,2,4,5,7,6,1,6,3,1,2,1,2,2,1,13,1,5,1,70,2,1,3,30,23,20,3,4,2
AU,6,4,3,6,6,4,5,5,4,2,2,1,1,1,18,1,2,2,60,2,1,1,22,24,12,2,4,1
US,6,7,5,7,5,3,6,1,5,1,1,1,2,1,13,1,7,1,60,2,1,2,23,8,4,2,1,0
US,2,5,5,6,7,6,6,5,5,1,4,3,2,1,40,1,12,1,60,2,3,1,11,6,3,0,0,0
US,1,1,1,2,5,7,6,5,6,1,2,2,1,1,24,1,12,1,60,2,1,2,15,16,27,1,3,3
TR,6,6,5,6,7,2,6,4,5,5,3,3,1,2,20,1,10,1,10,2,1,2,19,8,10,2,1,1
MY,5,4,3,5,6,4,4,7,4,4,1,2,2,2,13,1,10,0,10,2,1,3,24,20,26,2,4,3
US,6,5,2,6,7,3,3,7,2,1,2,1,2,1,17,1,12,2,70,2,1,4,21,12,29,2,2,4
CA,1,5,6,5,5,5,5,4,4,1,2,3,2,2,19,1,2,4,10,1,1,2,18,12,13,1,2,1
US,2,2,6,7,4,5,3,5,1,5,1,1,2,1,14,1,0,5,60,2,1,2,37,21,41,4,4,4
US,6,5,6,5,6,6,5,5,4,3,3,3,2,1,29,1,4,1,60,1,2,2,16,12,16,1,2,2
MX,5,7,7,1,6,4,5,5,6,5,2,3,3,2,21,2,12,2,70,2,1,1,11,16,35,0,3,4
MX,2,7,5,6,6,7,5,6,6,5,2,3,1,2,17,3,2,1,70,2,1,2,17,17,21,1,3,3
MX,7,5,5,6,5,7,3,4,2,3,3,2,2,2,21,1,12,2,70,2,1,2,36,41,39,4,4,4
MX,4,7,6,6,3,7,2,3,4,1,3,2,1,2,23,3,2,2,70,2,1,2,25,13,31,2,2,4
MX,4,6,3,6,7,7,5,4,4,3,2,3,1,2,28,2,2,1,60,2,1,2,28,12,16,3,2,2
US,4,7,7,7,7,4,7,6,4,7,2,3,2,1,20,1,1,1,60,2,1,1,34,14,16,4,2,2
US,5,6,4,6,4,3,7,6,1,3,2,3,3,1,20,3,12,2,60,1,1,1,29,12,36,3,2,4
US,1,6,6,7,4,6,6,2,2,2,2,1,3,1,19,1,1,2,50,2,1,3,40,25,7,4,4,0
MY,6,7,3,7,2,6,6,7,1,5,2,3,2,2,17,1,10,1,10,2,1,8,40,30,40,4,4,4
US,1,4,6,7,5,7,6,3,3,6,1,2,2,1,15,1,2,2,60,2,1,2,26,10,3,3,2,0
US,2,5,2,7,5,6,6,6,3,2,2,1,3,1,18,2,2,4,60,2,1,3,24,25,23,2,4,3
US,2,4,1,6,5,5,5,2,3,6,2,2,2,1,26,1,2,1,60,2,1,5,18,12,14,1,2,2
MY,5,6,6,6,5,4,5,5,4,4,2,2,2,2,19,1,10,1,10,2,1,6,28,21,23,3,4,3
MY,5,6,3,6,5,3,5,5,2,3,3,1,1,2,31,1,10,2,10,1,1,5,34,27,34,4,4,4
NZ,1,5,3,6,5,7,4,5,2,1,2,2,1,1,26,1,1,4,60,1,1,3,28,25,36,3,4,4
IN,2,1,5,7,7,6,7,3,4,1,3,2,2,2,24,1,1,1,70,2,1,2,11,7,18,0,0,2
IN,2,5,6,2,5,7,6,5,6,6,4,3,2,2,25,1,2,1,10,2,1,2,15,3,3,1,0,0
GB,4,1,4,7,1,4,5,5,3,1,0,1,2,1,45,1,2,1,60,2,1,2,28,32,21,3,4,3
EE,5,4,6,6,7,6,6,4,5,3,1,2,2,2,15,1,12,1,60,2,1,1,15,19,19,1,3,2
PH,6,6,1,5,5,6,6,5,5,6,3,3,2,2,27,1,4,3,70,1,1,4,33,30,40,3,4,4
CA,5,5,5,2,3,5,2,5,6,3,2,1,1,1,30,2,4,1,60,2,1,4,7,2,13,0,0,1
GB,5,5,7,5,5,6,3,2,1,6,2,3,1,2,28,1,1,1,60,1,1,3,11,1,8,0,0,0
CA,4,2,6,1,6,5,5,4,5,4,4,2,2,1,33,1,6,1,60,1,2,2,11,2,10,0,0,1
US,5,6,3,7,1,7,7,7,3,5,1,3,2,2,14,1,4,2,70,2,1,4,32,33,26,3,4,3
PH,3,1,6,2,6,3,6,5,6,5,3,1,2,2,34,1,4,1,10,1,2,1,5,4,1,0,0,0
HK,7,3,6,3,7,2,6,3,5,4,2,3,1,1,18,1,4,1,10,2,1,2,1,0,0,0,0,0
MY,2,1,5,6,4,7,5,4,4,3,4,2,2,2,25,1,10,2,10,1,1,5,28,20,31,3,4,4
MY,6,6,6,7,7,6,7,3,3,1,3,2,2,2,30,2,10,1,10,1,1,8,17,9,3,1,1,0
US,3,3,5,3,6,5,5,4,5,4,3,2,2,1,29,1,6,3,60,1,2,2,26,19,23,3,3,3
US,5,6,7,6,6,6,7,4,4,3,4,3,2,1,30,1,1,2,10,2,1,2,24,18,24,2,3,3
PK,6,3,5,7,7,6,7,1,3,2,2,3,2,2,19,1,10,1,10,2,1,4,29,18,37,3,3,4
CA,1,6,6,7,3,7,3,6,1,5,2,3,2,2,21,1,6,3,60,1,1,2,28,26,31,3,4,4
IN,1,7,6,7,3,7,6,2,1,6,3,2,2,1,25,1,1,1,10,1,1,2,40,35,42,4,4,4
NONE,6,4,6,7,5,2,6,2,5,2,3,3,2,1,22,1,8,1,10,1,1,2,30,23,17,3,4,2
IN,1,6,4,7,3,7,7,2,2,3,2,3,2,2,22,1,8,1,70,2,1,2,33,23,23,3,4,3
US,2,2,5,4,4,4,5,7,5,7,3,3,1,1,30,1,1,1,30,2,1,3,25,7,40,2,0,4
IN,5,3,1,6,7,5,4,5,4,3,4,3,2,2,23,1,8,1,10,1,1,1,27,18,17,3,3,2
US,6,1,7,7,4,4,5,3,1,5,4,2,2,1,15,2,4,2,60,2,1,2,25,11,39,2,2,4
IN,2,1,6,7,7,7,5,1,5,1,4,2,1,2,22,1,8,4,70,2,1,2,37,37,37,4,4,4
MY,3,6,5,5,4,6,5,4,3,2,2,2,2,2,21,1,10,1,10,2,1,4,20,8,28,2,1,4
FI,7,7,4,6,7,2,6,7,2,2,2,1,1,2,28,2,2,1,60,2,1,3,36,22,34,4,4,4
IN,7,4,2,7,7,2,6,7,1,4,4,1,1,2,19,1,10,1,10,2,1,1,26,21,39,3,4,4
US,6,6,7,7,7,7,7,1,1,1,2,1,2,2,36,1,4,1,70,2,2,2,32,18,38,3,3,4
US,1,6,3,7,1,7,5,5,1,7,2,3,2,1,25,3,2,5,60,2,1,4,42,42,41,4,4,4
US,5,4,6,5,4,3,5,6,3,2,1,3,2,1,16,1,6,2,70,2,1,4,25,17,33,2,3,4
US,2,5,2,7,6,6,3,6,1,5,1,2,2,1,14,1,2,5,70,2,1,3,28,11,40,3,2,4
US,1,1,6,5,6,7,4,2,6,2,1,2,2,1,16,1,1,1,10,2,1,2,12,5,18,0,0,2
US,5,4,6,7,5,6,5,6,4,5,2,3,2,1,15,1,1,0,60,2,1,3,26,25,23,3,4,3
US,5,4,3,7,5,5,4,6,3,2,4,3,2,2,27,1,7,0,70,1,2,3,32,20,17,3,4,2
IN,6,5,6,1,7,3,6,5,6,1,3,2,2,2,25,1,8,1,10,2,1,1,8,2,5,0,0,0
US,3,1,4,7,4,7,7,5,2,4,3,1,2,1,21,1,7,1,60,2,1,1,30,19,42,3,3,4
MY,3,4,5,5,5,7,7,5,3,5,3,2,1,2,28,1,10,5,10,2,1,4,17,11,11,1,2,1
AU,1,7,6,6,4,7,5,5,2,4,4,2,1,2,31,1,2,1,70,1,1,1,37,25,42,4,4,4
AU,5,2,2,6,6,2,5,6,3,7,3,2,3,1,31,2,4,2,60,1,1,2,38,32,38,4,4,4
US,2,1,1,6,7,5,2,7,6,1,2,3,1,1,55,2,2,1,60,2,2,2,9,1,17,0,0,2
US,2,5,2,7,5,7,7,2,3,1,3,2,2,1,52,1,2,1,70,1,1,1,21,13,26,2,2,3
MY,6,5,6,5,6,4,6,5,4,3,3,3,2,2,21,1,10,0,10,1,1,6,10,12,3,0,2,0
US,5,1,3,7,3,4,5,1,2,3,3,1,2,1,19,1,1,2,60,2,1,3,42,33,42,4,4,4
MY,4,4,3,7,3,4,6,4,4,5,2,3,2,2,18,1,10,1,10,2,1,3,41,39,38,4,4,4
US,3,4,4,6,3,7,6,6,2,5,1,3,2,1,14,1,1,5,60,2,1,2,36,21,35,4,4,4
ID,2,4,5,6,5,7,6,6,4,7,2,3,2,2,19,1,10,3,10,2,1,2,19,8,31,2,1,4
GR,5,6,6,5,5,5,7,3,5,1,3,1,1,2,32,1,7,1,60,1,1,2,5,3,0,0,0,0
MY,1,1,5,7,3,7,6,1,4,7,3,2,2,0,21,1,10,1,10,2,1,7,20,23,17,2,4,2
GB,2,4,6,4,3,4,4,5,4,4,1,3,1,1,17,2,1,2,60,2,1,2,9,10,25,0,2,3
PH,2,2,4,6,1,4,5,7,1,7,3,3,2,2,20,2,4,1,10,2,1,3,25,18,31,2,3,4
FI,3,3,4,6,4,7,5,5,4,3,3,3,2,2,26,2,7,1,60,2,1,2,29,12,26,3,2,3
MY,1,7,1,7,1,7,7,7,1,7,1,3,2,2,16,1,10,1,10,2,1,5,34,34,38,4,4,4
SE,2,6,7,4,5,7,2,2,6,7,2,2,2,2,16,1,2,2,60,2,1,2,23,29,21,2,4,3
HK,6,5,6,3,6,5,5,5,5,5,3,3,2,2,25,1,2,1,10,2,1,0,8,4,0,0,0,0
DE,5,2,6,6,6,2,7,2,2,2,3,3,1,2,44,1,4,3,60,1,2,2,12,1,20,0,0,2
US,5,4,6,3,5,4,4,4,4,3,3,2,2,1,41,2,6,1,60,2,3,3,10,15,24,0,3,3
TR,5,5,1,4,7,7,4,2,5,3,2,3,1,2,20,1,1,1,70,1,1,1,25,27,38,2,4,4
DZ,3,5,0,6,2,7,6,7,3,6,2,3,1,2,19,1,10,1,20,2,1,3,23,23,25,2,4,3
TJ,1,6,6,7,6,7,4,7,1,6,3,3,2,2,23,1,1,4,60,2,2,2,31,17,39,3,3,4
GB,1,5,3,7,2,7,4,6,4,3,1,3,2,1,14,1,6,4,60,2,1,1,28,14,18,3,2,2
HK,7,5,2,6,6,2,7,5,5,2,3,1,2,1,22,1,1,1,60,1,1,1,16,9,22,1,1,3
US,2,3,6,5,1,5,7,4,3,6,3,2,2,1,65,1,7,1,60,1,3,3,7,13,22,0,2,3
US,2,2,6,7,4,5,3,5,1,6,4,2,2,1,30,1,1,1,60,1,1,3,30,21,12,3,4,1
US,6,2,5,1,5,2,6,5,6,2,2,2,1,1,63,1,6,1,60,1,2,3,6,3,5,0,0,0
PE,2,5,6,7,1,5,1,3,1,3,2,1,2,1,18,1,2,2,60,2,1,3,38,38,36,4,4,4
MX,3,6,3,2,1,6,6,7,5,6,2,2,2,2,23,1,12,2,70,2,1,1,11,3,18,0,0,2
US,1,7,5,7,3,7,5,6,1,2,3,2,1,1,26,1,1,2,60,1,1,2,40,10,25,4,2,3
US,2,5,3,6,7,7,5,5,3,4,1,2,2,1,15,3,1,2,60,2,1,2,37,25,37,4,4,4
TR,1,7,1,7,1,7,1,7,1,3,4,3,3,1,28,3,2,5,60,2,1,3,42,39,42,4,4,4
MX,2,6,6,5,5,7,1,5,3,5,3,2,1,2,31,1,2,1,70,2,2,2,34,7,26,4,0,3
US,1,1,7,1,6,7,5,1,7,1,3,1,1,1,22,1,2,1,60,1,1,2,3,1,4,0,0,0
US,1,5,7,5,6,2,4,6,4,5,3,2,1,1,23,1,2,1,60,1,1,3,24,12,25,2,2,3
CA,5,1,7,2,7,5,5,3,7,2,4,3,1,1,23,1,2,1,10,1,1,2,0,1,9,0,0,0
CA,2,3,0,6,4,7,4,6,3,2,2,2,2,1,23,1,2,5,10,2,1,6,31,30,21,3,4,3
US,1,5,1,7,3,2,1,7,1,4,3,3,3,1,30,2,12,5,60,1,1,2,38,35,39,4,4,4
AU,6,1,7,1,7,1,7,1,7,6,4,1,2,1,47,1,4,1,60,2,1,0,12,1,11,0,0,1
MX,2,7,2,6,6,5,6,7,2,2,3,3,1,2,21,1,1,2,70,2,1,2,20,17,29,2,3,4
ID,6,6,7,3,7,2,6,7,5,3,3,1,2,2,22,1,10,1,10,1,1,2,19,14,14,2,2,2
TR,1,6,7,6,2,7,3,7,3,5,3,1,1,2,20,1,10,3,60,1,1,1,16,15,42,1,3,4
SK,2,1,2,6,4,6,6,5,2,3,2,3,2,2,19,1,2,2,60,1,1,2,29,22,23,3,4,3
MY,3,4,5,5,3,5,6,5,4,5,3,3,1,2,22,1,3,3,10,2,1,0,13,6,12,0,0,1
US,1,6,1,7,1,5,5,5,1,2,2,2,2,1,23,1,7,1,60,1,2,4,11,9,22,0,1,3
IN,2,2,5,7,5,7,5,3,5,1,3,3,2,2,28,1,11,1,10,1,1,2,35,28,34,4,4,4
PK,1,2,1,6,5,5,6,5,1,4,2,2,2,2,18,1,10,1,10,2,1,4,29,23,32,3,4,4
MY,3,1,6,7,7,7,7,2,4,3,3,3,2,2,19,2,10,1,70,2,1,4,22,16,39,2,3,4
MY,3,2,1,1,3,1,7,7,4,3,3,3,2,2,32,2,10,4,10,1,2,3,23,15,21,2,3,3
MY,5,5,6,7,5,5,6,5,4,4,2,3,2,1,17,1,10,1,10,2,1,4,21,27,24,2,4,3
RS,2,7,5,7,2,7,6,5,4,6,2,2,1,2,22,1,1,1,60,1,1,2,25,10,33,2,2,4
NONE,2,7,7,5,7,7,1,2,5,1,2,3,1,1,19,1,8,1,10,1,1,1,30,24,30,3,4,4
HR,7,7,7,7,7,4,7,5,7,1,2,3,1,2,18,2,12,3,60,2,1,1,28,25,36,3,4,4
RS,6,5,5,2,4,1,2,5,7,4,2,2,1,2,19,2,7,1,60,2,1,0,3,1,4,0,0,0
US,2,1,5,6,7,5,5,6,2,1,2,3,2,1,23,2,2,3,60,2,1,4,19,23,37,2,4,4
IN,7,7,5,5,6,3,5,6,2,1,3,2,1,2,24,1,8,1,10,1,1,2,16,11,30,1,2,4
US,6,6,3,5,6,4,4,7,4,5,2,1,2,1,28,1,2,1,60,2,1,3,21,6,38,2,0,4
US,2,5,3,5,5,5,5,5,3,3,1,3,1,1,18,1,2,2,60,2,1,4,16,7,24,1,0,3
US,2,7,5,7,6,5,6,2,1,1,2,2,2,1,24,1,1,1,60,1,1,3,37,16,22,4,3,3
US,1,5,6,7,4,7,3,1,4,6,3,2,1,1,48,2,7,1,60,1,1,3,21,9,30,2,1,4
GB,3,5,3,6,5,6,3,3,6,3,3,2,1,1,22,2,2,3,60,1,1,3,27,21,30,3,4,4
DE,3,5,6,3,5,5,3,2,5,3,2,3,1,2,41,1,1,1,60,1,1,1,26,13,22,3,2,3
US,1,2,4,6,5,7,5,2,2,0,1,3,2,1,15,1,4,1,60,2,1,2,29,28,33,3,4,4
CA,3,6,7,1,6,3,7,5,6,2,4,3,2,2,23,1,1,1,10,1,1,3,13,5,7,0,0,0
GB,3,2,6,7,3,6,7,4,7,1,3,2,2,1,38,1,7,1,60,1,2,2,16,0,6,1,0,0
US,2,4,1,2,7,7,6,6,7,3,2,1,1,1,46,1,2,1,60,2,2,0,7,4,19,0,0,2
SA,1,7,6,7,7,5,5,7,2,5,4,3,2,2,31,1,10,2,10,2,1,3,41,23,41,4,4,4
US,2,6,5,6,5,6,5,5,3,4,2,3,2,1,19,1,2,1,60,2,1,4,32,14,21,3,2,3
US,4,1,5,5,6,7,5,6,1,4,1,2,2,1,14,1,7,2,60,2,1,2,19,32,32,2,4,4
US,5,6,7,5,7,2,7,5,3,5,3,1,2,1,26,2,2,2,60,1,1,3,25,16,37,2,3,4
IN,1,4,4,5,5,7,1,4,3,7,3,2,1,2,22,1,4,1,10,1,1,2,29,10,37,3,2,4
US,1,6,2,7,1,7,5,5,1,7,3,2,2,1,24,1,2,4,60,1,1,2,23,13,42,2,2,4
US,4,5,4,7,5,6,4,2,1,3,1,1,2,1,14,2,7,0,60,2,1,2,31,25,32,3,4,4
